gid,weaponid,attackid
128521,10023,2
128527,10023,2
128529,10023,5
129065,10023,3
111042,16156,3
101154,10001,6
128533,10023,2
128534,10023,1
128540,10023,2
101155,10001,6
124515,10023,2
101190,10001,9
125918,10023,2
128551,10023,2
101140,10001,6
111074,16156,3
128552,10023,2
128554,10023,2
100233,10005,2
100233,10023,5
128558,10023,2
128559,10023,6
111079,16156,3
128560,10023,2
127562,10023,1
128562,10023,6
128570,10023,2
101163,10001,6
101171,10001,1
122662,10023,1
128580,10023,1
101172,10001,7
118354,10023,6
128599,10023,6
109777,16156,3
103034,10005,2
115964,10023,1
128607,10023,2
128609,10023,7
128611,10023,1
128617,10023,1
101176,10001,9
128619,10023,2
100616,10001,1
104548,10023,1
101187,10001,3
128632,10023,6
128636,10023,7
128640,10023,2
128641,10023,7
100973,10003,7
100981,10003,7
100883,10001,9
117080,21100,2
100984,10003,7
123383,10023,1
100994,10003,2
128647,10023,4
128648,10023,2
101193,10001,6
128658,10023,2
128661,10023,6
100418,14048,3
128662,10023,6
128679,10023,2
116491,10023,6
117081,21101,3
100561,10001,9
118871,10006,1
128681,10023,6
118907,10023,6
102531,16156,3
128685,10023,2
101208,10001,6
118093,14048,3
123943,10023,2
119017,14048,3
128687,10023,6
128688,10023,1
128690,10023,4
128703,10023,2
100921,10003,7
111099,16156,3
101208,10001,9
100822,10003,7
128705,10023,6
128709,10023,2
128712,10023,2
111058,16156,3
117220,10023,6
128714,10023,6
128720,10023,1
117346,14048,3
128723,10023,2
123930,10023,2
128102,10023,2
128738,10023,2
127700,10023,6
128741,10023,2
102155,10005,1
101211,10001,6
101212,10001,1
101104,10005,2
128744,10023,2
128746,10023,2
128747,10023,6
128755,10023,2
128501,10023,2
128756,10023,2
119221,14048,3
128759,10023,2
128668,10023,2
128769,10023,6
100209,10003,7
100209,21102,2
101214,10001,9
127981,10023,2
128775,10023,1
100689,10001,9
128779,10023,2
128756,10023,7
119887,10023,4
128783,10023,7
128788,10023,7
128790,10023,1
119279,14048,3
116357,10023,1
128791,10023,6
127981,10023,7
128797,10023,6
128798,10023,2
107270,16156,3
128711,10023,2
128801,10023,1
128805,10023,2
115996,10006,3
102113,10005,1
101216,10001,9
119338,14048,3
100188,10005,1
128809,10023,4
116439,14048,3
120519,14048,3
120661,14048,3
120744,14048,3
101218,10001,9
128819,10023,5
128820,10023,2
128822,10023,1
102080,10005,2
115919,14048,3
109318,16156,3
121523,14048,3
128824,10023,6
128826,10023,2
128829,10023,6
121560,14048,3
121675,14048,3
121749,14048,3
128832,10023,1
111112,16156,3
105745,16156,3
105711,16156,3
109778,14048,3
121750,14048,3
100238,10003,7
128833,10023,2
128843,10023,6
128844,10023,1
105742,16156,3
128845,10023,1
128848,10023,2
128849,10023,2
128851,10023,7
100733,10001,9
128854,10023,2
128870,10023,2
100006,14048,3
119381,14048,3
123373,10023,2
100616,10001,9
120238,10023,2
121856,10023,2
101226,10001,9
101232,10001,1
101233,10001,6
123388,14048,3
123411,14048,3
128883,10023,7
128888,10023,1
101235,10001,1
111262,16156,3
122671,14048,3
100942,10001,9
128890,10023,6
111267,16156,3
128891,10023,4
119025,14048,3
128894,10023,4
120967,14048,3
125096,10023,2
100469,10001,9
128901,10023,6
128902,10023,2
123298,10023,2
128906,10023,2
122174,10023,6
116773,10023,6
128916,10023,6
105816,16157,3
124234,10023,6
101844,14048,3
101861,14048,3
128927,10023,6
128930,10023,2
124003,14048,3
121412,14048,3
116318,14048,3
128932,10023,1
120046,10023,2
120046,21103,3
119815,10023,2
128935,10023,1
128938,10023,1
120477,14048,3
103502,10005,2
101037,10003,7
100546,10001,1
124128,14048,3
128948,10023,6
124155,14048,3
128958,10023,2
127148,10023,2
116166,14048,3
117844,14048,3
124306,14048,3
128960,10023,2
124349,14048,1
105715,16157,3
101211,10001,5
126125,10023,2
128986,10023,6
128992,10023,2
128992,10023,1
115963,14048,3
128997,10023,2
118337,14048,3
129002,10023,6
129006,10023,2
101244,10001,5
124601,14048,3
129008,10023,6
116991,14048,3
125680,10023,1
124737,14048,3
101245,10001,9
129014,10023,7
115928,14048,3
129015,10023,6
101039,10003,7
102391,14048,3
110516,16158,3
101047,10003,7
129019,10023,6
116526,14048,3
123666,10023,2
125829,14048,3
110520,16159,1
129023,10023,1
129025,10023,2
129026,10023,6
101246,10001,1
101225,10001,9
129027,10023,2
100238,10001,9
110522,16160,6
129028,10023,1
129029,10023,2
125645,14048,3
129036,10023,2
115978,14048,3
129045,10023,1
129046,10023,1
126724,14048,3
129047,10023,2
129048,10023,2
129055,10023,2
129056,10023,6
129061,10023,2
129062,10023,6
129068,10023,2
101030,10001,6
101266,10001,9
110527,16161,2
100861,10005,2
129085,10023,6
129088,10023,7
124841,10023,2
111130,14048,3
129112,10023,2
129121,10023,6
129122,10023,2
129123,10023,2
117903,21103,3
117903,10023,1
125307,10023,6
117172,14048,3
129133,10023,2
101050,10003,7
129136,10023,2
126274,10023,1
110529,16162,2
116344,14048,3
117289,10023,5
116374,10006,1
128074,14048,3
129140,10023,2
129146,10023,1
129166,10023,2
129167,10023,2
129168,10023,2
126757,10023,2
129173,10023,6
100197,10023,1
129183,10023,1
129187,10023,2
123385,10023,2
129193,10023,2
129199,10023,5
129200,10023,5
129202,10023,6
129207,10023,2
129213,10023,2
129215,10023,2
129216,10023,1
129217,10023,2
129218,10023,6
100699,10001,9
101277,10001,5
129222,10023,2
129229,10023,7
129232,10023,2
101285,10001,6
129237,10023,2
129238,10023,2
116320,10023,7
129246,10023,2
101287,10001,9
129255,10023,2
128133,10023,6
129265,10023,6
117727,10023,2
110530,16163,3
129268,10023,1
129270,10023,6
110532,16164,3
129279,10023,2
105993,16165,2
129280,10023,2
101288,10001,6
129282,10023,2
101250,10001,9
101290,10001,9
117513,14048,3
128520,14048,3
128912,14048,3
129082,14048,3
116195,14048,3
123247,14048,3
130071,14048,3
116026,14048,3
130950,14048,3
117253,14048,3
131399,14048,3
107920,14049,8
105711,14050,2
107925,14051,8
100418,14051,8
105745,14052,7
105745,14053,2
106540,14054,3
129288,10023,6
120685,10023,7
129297,10023,5
116198,10023,6
129312,10023,2
129314,10023,2
117826,10023,2
105711,14055,3
105780,14057,3
105773,14058,3
129315,10023,6
129318,10023,1
107940,14059,3
129321,10023,6
129334,10023,6
129339,10023,2
105711,16166,3
128501,10023,1
128133,10023,2
101295,10001,9
129354,10023,6
129359,10023,6
129362,10023,2
107943,14060,3
106182,14061,3
107953,14062,3
110534,16167,3
105711,14063,3
101296,10001,6
116135,10006,3
116135,10023,5
129379,10023,6
129380,10023,2
128364,10023,2
129389,10023,6
129389,10023,2
105711,14064,2
105711,14065,3
110535,16168,3
129395,10023,2
105772,14066,2
129396,10023,6
129397,10023,6
105711,16169,3
107846,14067,7
129405,10023,6
124841,31005,3
129419,10023,2
100543,10001,9
105711,14068,2
122415,10023,2
129431,10023,2
129432,10023,2
101919,10005,7
129438,10023,6
122662,10023,2
107965,14069,3
110536,16170,3
129450,10023,2
101301,10001,6
129457,10023,2
101215,10001,1
129462,10023,5
100006,10023,4
105711,14070,3
129468,10023,6
110538,16171,3
116015,14070,3
100418,14070,3
109778,14070,3
129496,10023,2
105719,14071,3
129499,10023,1
103552,16172,2
129500,10023,6
126834,10023,2
107981,14072,3
129506,10023,6
129510,10023,2
102531,14073,2
116252,10023,1
129512,10023,2
129518,10023,2
107984,14074,3
105961,14075,3
100003,10003,1
116991,10006,3
129524,10023,2
129525,10023,6
105711,14076,3
105961,14077,7
107338,14077,7
109630,14077,3
110540,16173,3
105711,14077,3
129525,10023,2
129542,10023,1
115992,10023,6
129550,10023,2
123247,10023,4
129556,10023,7
129557,10023,2
129562,10023,1
129565,10023,7
100006,16174,3
115832,14077,3
129569,10023,6
129570,10023,6
129571,10023,6
128061,10023,6
106182,14078,3
107985,14079,1
105878,14080,3
123155,10023,1
100616,10001,5
129575,10023,6
105879,14081,3
107569,14082,3
119209,14082,2
129578,10023,2
125590,10023,2
129601,10023,2
129602,10023,2
105715,16175,3
129603,10023,2
100906,10001,9
101093,10003,7
129606,10023,2
129629,10023,2
115963,14082,2
129635,10023,2
129642,10023,5
100418,14082,2
129643,10023,2
110543,16176,3
107991,14084,6
110550,16177,2
129660,10023,1
129661,10023,2
129663,10023,2
129664,10023,2
124514,10023,2
107992,14085,3
129671,10023,1
129672,10023,1
129677,10023,2
129678,10023,2
106182,14086,3
127265,10023,2
127265,10023,6
129696,10023,6
101310,10001,6
107996,14087,3
107996,14088,3
110551,16178,3
129697,10023,2
129697,14089,1
105711,14090,3
108010,14095,1
108011,14096,2
126982,10023,2
100402,10003,7
105711,14098,2
100616,10003,1
129706,10023,2
129710,10023,6
105711,16179,3
100753,10003,7
129713,10023,6
101539,10005,2
111545,16179,3
129715,10023,2
129716,10023,2
129717,10023,1
129727,10023,2
129739,10023,1
129743,10023,2
110552,16180,3
105869,16181,2
110557,16182,3
123230,10023,7
100439,10003,7
129755,10023,2
100621,10003,2
108013,14099,2
129756,10023,1
129758,10023,2
101312,10001,6
110558,16183,3
105769,14100,3
129762,10023,2
108014,14101,2
108015,14102,2
101314,10001,6
101314,21104,5
107338,16184,3
129777,10023,2
129782,10023,5
101091,10001,9
129785,10023,2
100418,21105,1
105745,14103,3
129794,10023,2
129796,10023,1
110554,16185,3
101317,10001,7
108019,14104,1
100695,10001,6
108020,14105,3
129806,10023,1
111259,16185,3
129807,10023,6
106000,14106,3
106000,10023,2
123714,10023,6
129005,10023,1
125340,10023,2
125340,10023,6
127065,10023,2
101328,10001,6
129644,10023,2
129823,10023,2
129823,14107,2
108014,14108,2
105946,14109,3
108025,14110,6
108025,14111,3
105711,14112,2
129825,10023,2
100551,10001,3
108032,14113,3
111594,10023,2
108033,14114,3
129830,10023,2
108034,14115,3
129831,10023,6
101308,10001,6
101308,10001,9
101334,10001,7
105756,14116,8
129835,10023,2
129836,10023,2
107525,14117,3
105745,14118,2
100233,10001,5
129837,10023,2
107309,16185,3
111507,16185,3
101336,10001,9
129850,10023,2
118577,10006,3
108014,14119,2
101596,10005,2
109154,16185,3
108037,14120,3
111138,16185,1
129852,10023,2
129857,10023,2
110560,16186,3
101341,10001,6
129859,10023,1
120825,10023,6
129869,10023,2
129871,10023,2
129876,10023,1
129876,14121,3
100253,10001,6
129879,10023,1
106467,16187,6
129882,10023,2
110562,16188,2
110565,16189,3
124153,10023,2
128078,10023,4
101343,10001,1
101343,10001,9
129885,10023,2
129788,10023,6
129891,10023,2
129894,10023,6
129900,10023,1
129907,10023,2
129909,10023,2
129911,10023,1
128068,10023,1
129922,10023,2
101300,10001,6
108040,14122,6
129923,10023,1
129923,14123,1
125334,10023,2
129942,10023,4
129948,10023,2
101348,10001,9
105711,16190,3
105756,14124,8
129949,10023,1
129960,10023,6
122207,10023,2
129968,10023,2
129969,10023,4
129972,10023,1
128078,10023,2
129979,10023,2
129982,10023,2
129985,10023,2
129989,10023,2
129990,10023,6
130006,10023,2
130015,10023,2
130018,10023,2
130020,10023,2
116017,10023,1
101140,10001,1
100991,10003,7
108046,14125,9
108048,14126,2
130033,10023,2
108050,14127,3
108051,14128,2
110568,16191,7
108052,14129,8
108053,14130,1
120526,10023,6
125518,10023,2
110236,16192,3
130040,10023,2
110572,16193,3
107338,16194,3
130041,10023,6
125530,10023,7
108055,14131,2
130052,10023,6
130059,10023,2
121412,10006,3
105711,16195,3
130061,10023,2
100437,10001,1
100209,10001,9
130062,10023,6
108057,14132,8
110576,16196,3
108058,14133,8
105711,14134,3
108060,14135,3
109778,10023,7
130069,10023,2
101350,10001,9
130070,10023,6
100640,10003,7
105756,14136,8
130082,10023,2
121109,10023,2
101353,10001,7
108061,14137,1
130091,10023,2
130103,10023,6
130104,10023,2
117088,21106,3
110578,16197,3
130105,10023,2
130106,10023,2
105711,16198,3
130107,10023,1
130107,10023,6
130113,10023,1
130114,10023,1
130115,10023,6
130122,10023,6
130109,10023,6
130109,10023,2
130127,10023,2
105756,14138,8
130128,10023,2
130130,10023,2
130135,10023,7
130136,10023,2
130137,10023,1
130139,10023,1
130142,10023,2
130143,10023,6
130143,10023,4
130150,10023,6
116834,10023,6
105756,14139,8
108063,14140,8
130169,10023,1
129203,10023,1
101308,10001,5
130182,10023,2
130184,10023,6
130185,10023,2
108067,14142,1
108067,14143,8
108069,14144,2
105756,14145,8
105756,14146,1
105711,14147,3
108073,14148,3
108074,14149,3
108075,14150,2
106467,14151,3
108077,14152,2
105781,14153,3
108078,14154,3
130188,10023,2
105711,14155,3
105756,14156,8
101356,10001,9
100209,10001,1
101360,10001,9
130189,10023,2
110581,16199,1
130190,10023,6
130191,10023,6
130193,10023,2
101251,10003,7
106647,14157,3
125269,10023,2
108083,14158,2
105756,14159,8
130194,10023,2
130196,10023,6
130198,10023,6
108085,14160,1
108087,14161,3
108087,14162,3
101302,10001,1
110396,14162,3
115602,14162,3
130200,10023,1
105745,16199,3
110585,16199,3
100616,10003,7
110584,16200,3
130211,10023,2
101300,10001,1
100287,10001,7
130222,10023,2
130222,14163,3
108091,14164,8
106467,14164,8
130228,10023,2
108092,14165,2
101373,10001,6
101373,10023,6
130240,10023,2
117513,10023,2
108027,16201,3
130248,10023,2
130252,10023,6
100621,10001,1
108093,14166,3
108094,14167,6
111376,16201,3
130258,10023,2
130263,10023,2
130271,10023,1
130272,10023,2
130279,10023,6
130284,10023,1
108100,14167,9
108100,10023,6
130287,10023,2
130290,10023,2
122276,10023,2
100883,10003,7
108101,14167,6
108108,14167,6
108127,14167,9
130301,10023,2
130301,14167,6
130303,10023,6
130305,10023,2
130306,10023,6
115084,16201,3
108174,14167,2
108176,14167,6
130308,10023,1
130310,10023,2
130312,10023,2
130315,10023,2
130316,10023,2
127860,10023,6
130320,10023,1
108177,14167,6
130321,10023,6
130325,10023,2
109471,16202,3
130333,10023,1
117919,10006,3
115922,10023,5
130336,10023,2
130337,10023,6
101296,10005,2
100742,10001,1
108248,14167,6
128766,10023,6
117064,10023,1
101334,10001,9
130350,10023,2
105711,16203,3
124055,10006,3
130351,10023,2
100759,10001,9
130357,10023,2
130358,10023,2
130361,10023,6
108095,14168,2
108095,14169,7
130365,10023,2
108103,14170,2
130366,10023,2
108104,14171,3
130369,10023,2
130370,10023,2
130371,10023,6
130380,10023,2
130386,10023,1
130386,10023,6
120158,10023,6
110589,16204,3
119985,10023,2
130404,10023,6
130405,10023,2
102108,10023,2
130418,10023,6
110590,16205,3
130420,10023,1
130422,10023,1
130430,10023,2
130437,10023,6
130439,10023,2
107949,14172,3
130440,10023,1
108105,14173,6
130442,10023,1
123383,10023,6
130449,10023,6
108106,14174,6
108110,14175,2
108112,14176,2
108113,14177,3
108114,14178,1
121245,10023,2
108115,14179,2
105711,14180,3
123641,10006,3
123641,16206,6
130461,10023,2
130462,10023,1
130475,10023,1
130476,10023,1
130477,10023,2
130490,10023,2
130492,10023,7
130492,10023,5
130498,10023,1
130500,10023,1
130506,10023,2
105711,16207,3
130512,10023,6
120215,10023,2
101388,10001,7
130516,10023,1
130529,10023,1
130530,10023,2
130535,10023,2
130542,10023,2
130542,10023,1
130546,10023,5
130555,10023,2
102470,10023,5
128003,10023,2
105946,14181,3
105711,14181,3
107582,14181,3
130565,10023,6
130570,10023,2
130571,10023,1
130577,10023,1
126588,10023,2
116367,10023,2
130583,10023,2
130586,10023,6
123236,10023,2
130590,10023,1
130593,10023,2
130594,10023,2
130598,10023,2
130599,10023,7
110603,16208,3
130600,10023,6
130601,10023,6
108673,14181,3
130616,10023,5
106658,14181,3
130618,10023,2
110604,16209,3
100233,10001,1
110606,16210,2
130621,10023,2
110146,16211,3
105715,16212,3
100570,10001,9
130623,10023,1
130128,10023,6
130626,10023,7
130627,10023,2
108682,14181,3
108116,14182,2
108119,14183,2
124698,10023,2
130631,10023,2
108120,14184,2
105711,14185,3
108689,14185,3
125083,10023,6
128831,10023,2
130637,10023,2
130638,10023,1
108027,14185,3
108122,14186,3
130639,10023,1
106182,14187,2
105715,16213,3
106658,14188,3
108123,14189,2
108124,14190,3
107582,14191,7
130641,10023,2
130643,10023,2
101396,10001,6
106283,14192,2
130657,10023,1
130657,16214,3
100833,10001,9
108129,14193,2
130658,10023,2
130661,10023,1
108299,14193,2
128953,10023,2
108279,14193,2
130670,10023,7
130671,10023,6
130671,10023,2
130677,10023,2
105715,16215,3
130678,10023,2
130680,10023,2
130681,10023,2
130689,10023,6
130691,10023,6
108307,14193,2
130694,10023,2
106702,14193,2
107171,14193,2
130698,10023,2
106068,14193,1
130701,10023,6
107704,14193,2
108320,14193,2
130704,10023,2
123166,10006,3
110612,16216,2
108137,14193,2
130711,10023,6
120238,10023,6
106019,14193,2
130717,10023,2
130719,10023,2
130721,10023,2
130722,10023,2
130729,10023,2
110613,16217,3
101403,10001,6
130731,10023,1
130732,10023,2
108663,14193,7
105757,14193,2
105780,14193,6
110614,16218,3
101404,10001,3
100815,10001,9
105711,14193,2
100689,10001,1
126115,10023,6
108567,14193,2
105711,14193,1
130741,10023,2
129209,10023,4
116143,10023,1
130748,10023,1
130756,10023,6
130759,10023,1
130761,10023,1
117273,10023,6
130762,10023,2
106322,14193,6
130763,10023,2
130765,10023,6
130767,10023,1
105769,14193,2
130769,10023,6
122473,10023,6
130773,10023,2
130776,10023,2
123168,10023,2
101101,10005,2
130785,10023,6
100437,10001,9
101416,10001,7
105715,16219,3
130785,10023,2
130787,10023,2
130789,10023,2
102891,10023,1
130798,10023,2
130801,10023,2
130805,10023,2
130807,10023,1
130810,10023,2
128880,10023,2
130818,10023,2
130818,10023,6
130822,10023,2
100418,21107,3
101420,10001,9
130823,10023,1
130825,10023,1
130826,10023,1
110617,16220,3
130827,10023,2
125339,10023,2
130828,10023,1
110619,16221,3
105745,16222,3
105715,16223,3
100799,10001,9
130833,10023,2
130836,10023,2
130839,10023,2
130841,10023,6
130842,10023,1
130843,10023,2
130847,10023,1
130854,10023,1
115920,16223,3
100418,16223,3
130856,10023,2
120270,10023,5
128733,10023,6
130865,10023,2
129659,10023,2
127670,10023,6
130877,10023,1
130878,10023,2
116223,10023,2
123483,10023,1
130885,10023,6
130008,10023,2
115907,16223,3
116685,16223,3
130887,10023,2
105769,14193,6
108130,14194,3
108131,14195,2
108116,14195,3
108133,14196,3
108135,14197,3
108136,14198,3
106026,14199,8
108137,14200,3
108139,14201,2
108141,14202,3
108142,14203,3
108147,14203,3
108143,14204,3
105711,14205,1
108148,14206,2
108150,14207,6
108151,14208,7
105711,14209,3
116840,16223,3
116747,21108,3
130887,10023,7
130891,10023,2
100621,10001,9
130894,10023,2
130899,10023,2
130900,10023,2
126947,10023,1
101427,10001,1
117637,16223,3
106218,14210,3
108156,14211,8
130901,10023,2
130889,10023,2
130903,10023,7
130904,10023,7
130905,10023,6
129659,10023,6
130909,10023,2
105774,14211,8
121402,10023,2
116526,16223,3
108158,14212,2
130910,10023,2
130437,10023,2
130912,10023,7
130913,10023,2
130914,10023,5
130915,10023,6
130918,10023,2
130922,10023,7
130923,10023,2
130924,10023,1
115084,16223,3
100418,16223,1
105715,16224,3
118284,10023,2
128043,10023,1
125013,10023,2
130934,10023,4
108159,14213,3
110621,16225,3
130939,10023,6
130940,10023,2
105715,16226,3
105715,10023,6
130942,10023,6
130944,10023,2
130946,10023,2
130954,10023,1
130957,10023,2
130966,10023,2
130967,10023,7
110622,16227,1
108162,14214,3
130970,10023,6
130971,10023,6
130973,10023,2
130977,10023,1
130978,10023,2
130980,10023,6
130986,10023,6
108163,14215,3
108164,14216,2
130987,10023,2
130990,10023,6
130994,10023,2
130999,10023,2
110623,16228,3
106484,14217,1
108165,14218,3
120158,10023,2
130761,10023,2
131013,10023,6
131016,10023,7
105711,14220,2
101185,10001,9
131021,10023,2
101428,10001,6
131023,10023,7
131026,10023,2
108178,14221,3
108179,14222,1
108180,14223,2
108186,14224,2
108187,14225,2
105715,14226,3
